,ra,dec,z,mag_auto_g_dered,mag_auto_r_dered,mag_auto_i_dered,mag_auto_z_dered,mag_auto_y_dered,magerr_auto_g,magerr_auto_r,magerr_auto_i,magerr_auto_z,magerr_auto_y
48,36.982051,-4.230844,0.3216,22.574031829833984,22.18105125427246,22.172040939331055,21.970205307006836,22.13254737854004,0.034090131521224976,0.029725346714258194,0.05329805985093117,0.0851178914308548,0.2570919394493103
49,36.276534,-4.412829,1.0433,23.352733612060547,23.368146896362305,22.81647491455078,22.535856246948242,22.017793655395508,0.068962462246418,0.09222188591957092,0.09520693123340607,0.1370968073606491,0.23012705147266388
50,36.768395,-4.720721,0.7033,23.426189422607422,21.7962703704834,20.802738189697266,20.40708351135254,20.193378448486328,0.08766602724790573,0.027202336117625237,0.019120920449495316,0.0261668898165226,0.05378567799925804
51,36.281338,-4.421943,0.8524,23.673011779785156,23.222793579101562,22.58946990966797,22.114049911499023,22.17205810546875,0.09205200523138046,0.07970821112394333,0.07671959698200226,0.09244141727685928,0.2557665705680847
52,36.796085,-4.713613,0.396,22.70748519897461,21.962621688842773,21.873512268066406,21.566715240478516,21.596633911132812,0.04452889785170555,0.02978822961449623,0.04998036101460457,0.07345204800367355,0.21412524580955505
53,37.005314,-4.2303,0.8721,26.07491683959961,22.520923614501953,21.252418518066406,20.56458282470703,20.405345916748047,1.0758640766143799,0.0547332800924778,0.029055790975689888,0.029649505391716957,0.06607059389352798
54,36.569392,-4.412048,0.4302,21.157148361206055,20.448623657226562,20.302825927734375,20.07935333251953,20.235719680786133,0.01417983416467905,0.009293490089476109,0.014796042814850807,0.02338082529604435,0.07130027562379837
55,36.94899,-4.45249,0.3094,21.69683074951172,20.76408576965332,20.40454864501953,20.10783576965332,20.027864456176758,0.01907370053231716,0.010207920335233212,0.013035371899604797,0.0186314694583416,0.0443841777741909
56,36.794777,-4.715867,0.3955,23.018524169921875,22.39786148071289,22.36063575744629,22.129175186157227,22.237152099609375,0.07077114284038544,0.05307963117957115,0.0935857966542244,0.1356716901063919,0.46196314692497253
57,36.416944,-4.50602,0.525,23.240795135498047,22.349727630615234,21.9769229888916,21.77157974243164,20.94822120666504,0.09763799607753754,0.05416284129023552,0.06897426396608353,0.10459867864847183,0.12366491556167603
58,36.598209,-4.604495,0.5359,23.78551483154297,22.17662239074707,21.370315551757812,20.998565673828125,20.93670082092285,0.12041231244802475,0.03594876080751419,0.02928433194756508,0.04048152640461922,0.09816370159387589
59,36.289471,-4.432801,0.7997,23.66789436340332,23.43050193786621,22.438941955566406,22.43353843688965,22.510011672973633,0.09803978353738785,0.10458369553089142,0.06946162134408951,0.13164184987545013,0.36152249574661255
60,36.589369,-4.642365,0.9301,23.478038787841797,22.449506759643555,21.511505126953125,20.634117126464844,20.005630493164062,0.17280979454517365,0.08718591183423996,0.06303320825099945,0.05443621054291725,0.08085519075393677
61,36.595131,-4.601606,0.4934,22.235332489013672,21.31625747680664,21.01860237121582,20.85481834411621,20.76209259033203,0.03164660930633545,0.01779937744140625,0.02304273657500744,0.03958112746477127,0.08871809393167496
62,36.958207,-4.44466,0.5925,23.26325798034668,22.734424591064453,22.509065628051758,22.40434455871582,22.564481735229492,0.08069013804197311,0.06390734761953354,0.0969846174120903,0.16027222573757172,0.47682127356529236
63,36.570267,-4.310895,1.0141,23.4262752532959,23.33376121520996,22.881488800048828,22.878429412841797,22.1633358001709,0.06697826832532883,0.07795996963977814,0.08922161906957626,0.17794811725616455,0.23967596888542175
64,36.286697,-4.348167,0.3677,24.12704849243164,23.12905502319336,23.06844139099121,22.917522430419922,22.924030303955078,0.11621247231960297,0.06042185053229332,0.09867394715547562,0.1650865077972412,0.4254133701324463
65,36.436237,-4.628135,0.3646,22.34459114074707,21.454187393188477,21.407039642333984,21.29630470275879,21.43251609802246,0.060039207339286804,0.0355265773832798,0.06280158460140228,0.10913220047950745,0.31353580951690674
66,37.007446,-4.205022,0.8592,23.21592903137207,22.39154624938965,21.60144805908203,21.535518646240234,21.39200782775879,0.10527156293392181,0.06077521666884422,0.05731172859668732,0.11624014377593994,0.2681618928909302
67,36.747529,-4.502927,0.6877,22.73349380493164,21.874393463134766,21.32221794128418,21.045942306518555,21.4168758392334,0.051928505301475525,0.03086984157562256,0.03366992622613907,0.04720299690961838,0.1812625527381897
68,36.796741,-4.502729,0.3205,21.869239807128906,21.219301223754883,21.047142028808594,20.905391693115234,20.883081436157227,0.02272799424827099,0.016361340880393982,0.027757123112678528,0.040010277181863785,0.1249869242310524
69,36.750435,-4.505813,0.5225,22.8404483795166,22.01887321472168,21.76831817626953,21.340662002563477,21.192018508911133,0.059001706540584564,0.03631265088915825,0.05183015018701553,0.06377251446247101,0.15040184557437897
70,36.7514,-4.50422,0.6888,24.538055419921875,22.243392944335938,21.20718765258789,20.81049919128418,20.59827995300293,0.2957826256752014,0.04700378328561783,0.03264445811510086,0.041275590658187866,0.09182950109243393
71,36.269339,-4.414899,0.3257,21.59817886352539,20.895631790161133,20.7109375,20.477733612060547,20.615623474121094,0.019553987309336662,0.013443433679640293,0.019449712708592415,0.02923830784857273,0.0869915559887886
72,36.746988,-4.50083,0.6888,22.887380599975586,22.170082092285156,21.53299331665039,21.358896255493164,21.301706314086914,0.055021606385707855,0.036991022527217865,0.03702187165617943,0.05747699737548828,0.14745621383190155
73,36.282765,-4.358806,0.8519,25.057331085205078,22.768888473510742,21.442825317382812,20.673961639404297,20.6904239654541,0.5723132491111755,0.09244778752326965,0.04802258312702179,0.04343350604176521,0.127072274684906
74,36.766227,-4.721459,0.8891,25.151905059814453,22.44700813293457,21.24962615966797,20.521484375,20.521343231201172,0.4730548858642578,0.051426611840724945,0.03006460890173912,0.03032759577035904,0.0755988210439682
75,36.886701,-4.186706,0.7042,24.668563842773438,23.07282829284668,21.997434616088867,21.673776626586914,21.52202606201172,0.2602180540561676,0.07482445985078812,0.04722366854548454,0.0746798887848854,0.17655889689922333
76,36.772933,-4.572476,0.6594,22.340160369873047,21.977922439575195,21.16786003112793,21.420284271240234,21.064180374145508,0.09267164021730423,0.10342925786972046,0.08498664200305939,0.16083157062530518,0.26983484625816345
77,36.764793,-4.477519,0.964,23.60150146484375,23.270008087158203,22.49416732788086,22.20682144165039,22.293792724609375,0.09506379812955856,0.09598510712385178,0.07961808145046234,0.11840225011110306,0.3234637975692749
78,36.582655,-4.646961,0.2083,20.61962890625,20.1697940826416,19.9955997467041,19.97886848449707,19.963510513305664,0.009868443943560123,0.008332064375281334,0.01348723191767931,0.02379465103149414,0.06806694716215134
